Inference Latency (ms),Prediction,Input Text,Timestamp
138.24,NEGATIVE,Despite the hype I found it to be rather mediocre and forgettable to be honest,2025-03-23T16:49:24.494660
104.20,NEGATIVE,The plot was all over the place and the characters felt very underdeveloped,2025-03-23T16:49:24.611801
56.94,NEGATIVE,I went in with high expectations but left feeling utterly disappointed and bored,2025-03-23T16:49:24.687516
38.51,NEGATIVE,Honestly I struggled to stay awake through most of it it was that dull,2025-03-23T16:49:24.741177
42.74,NEGATIVE,The acting was wooden and the dialogue was incredibly cliched and predictable,2025-03-23T16:49:24.797310
44.67,NEGATIVE,I wouldnt recommend this movie to anyone unless you are looking for something to put you to sleep,2025-03-23T16:49:24.853313
48.81,NEGATIVE,A complete waste of time and money I wish I had chosen to watch something else,2025-03-23T16:49:24.913605
74.81,POSITIVE,If you are considering watching this just dont You will thank me later for saving you the trouble,2025-03-23T16:49:25.006627
135.76,NEGATIVE,It had its moments but overall it was just okay nothing special,2025-03-23T16:49:25.150990
61.68,NEGATIVE,Parts of it were good but other parts were quite confusing and dragged on,2025-03-23T16:49:25.239469
41.64,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2025-03-23T16:49:25.300438
45.21,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2025-03-23T16:49:25.369340
104.45,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2025-03-23T16:49:25.495617
141.74,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2025-03-23T16:49:25.650043
55.91,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2025-03-23T16:49:25.715351
135.30,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2025-03-23T16:49:25.860928
58.39,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2025-03-23T16:49:25.934751
78.75,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2025-03-23T16:49:26.027578
60.59,NEGATIVE,The movie just left me feeling empty you know,2025-03-23T16:49:26.111743
54.08,NEGATIVE,Honestly I was expecting so much more from this film,2025-03-23T16:49:26.195144
42.50,NEGATIVE,What a waste of a perfectly good evening seriously,2025-03-23T16:49:26.246418
41.47,NEGATIVE,I am still trying to figure out what the point of this movie even was,2025-03-23T16:49:26.304410
38.37,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2025-03-23T16:49:26.359285
79.85,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2025-03-23T16:49:26.450563
74.53,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2025-03-23T16:49:26.535041
55.33,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2025-03-23T16:49:26.607745
54.91,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2025-03-23T16:49:26.680610
55.10,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2025-03-23T16:49:26.756547
57.17,POSITIVE,This movie was fantastic!,2025-03-23T17:04:47.980433
84.14,POSITIVE,Hello.,2025-03-23T17:05:03.159251
54.44,POSITIVE,Good day.,2025-03-23T17:05:03.258452
68.79,NEGATIVE,How are you,2025-03-23T17:05:03.348151
210.41,POSITIVE,Thank you,2025-03-23T17:05:03.567867
104.17,POSITIVE,Yes please,2025-03-23T17:05:03.691554
55.12,NEGATIVE,No thanks,2025-03-23T17:05:03.760426
95.58,NEGATIVE,Lets go,2025-03-23T17:05:03.870960
69.85,POSITIVE,See you soon,2025-03-23T17:05:03.952641
58.20,POSITIVE,Have a nice day,2025-03-23T17:05:04.027685
56.07,POSITIVE,Okay sounds good,2025-03-23T17:05:04.099171
56.47,POSITIVE,The movie was absolutely fantastic and I enjoyed every minute,2025-03-23T17:05:04.176885
112.18,POSITIVE,I am very happy with the service provided it exceeded my expectations,2025-03-23T17:05:04.305330
88.89,POSITIVE,The food was delicious and the staff were incredibly friendly and helpful,2025-03-23T17:05:04.406985
90.49,POSITIVE,This product is amazing I would highly recommend it to everyone,2025-03-23T17:05:04.522457
156.61,POSITIVE,Everything was perfect from start to finish a truly wonderful experience,2025-03-23T17:05:04.700897
54.41,POSITIVE,I am extremely satisfied with my purchase and would buy it again,2025-03-23T17:05:04.774375
83.33,POSITIVE,The quality is excellent and the price is very reasonable great value,2025-03-23T17:05:04.875128
50.47,POSITIVE,I had a fantastic time and will definitely be returning in the future,2025-03-23T17:05:04.937706
43.39,POSITIVE,The atmosphere was lovely and the overall experience was top notch,2025-03-23T17:05:04.991647
40.60,POSITIVE,I could not be happier with the outcome truly exceptional work,2025-03-23T17:05:05.042557
54.17,NEGATIVE,The movie was terrible and I regretted wasting my time watching it,2025-03-23T17:05:05.109331
78.16,NEGATIVE,I am very disappointed with the service it was far below my expectations,2025-03-23T17:05:05.198342
115.51,NEGATIVE,The food was awful and the staff were rude and unhelpful a terrible experience,2025-03-23T17:05:05.329535
89.61,NEGATIVE,This product is a complete waste of money do not buy it extremely poor quality,2025-03-23T17:05:05.428979
92.88,NEGATIVE,Everything was a disaster from beginning to end a truly awful and frustrating experience,2025-03-23T17:05:05.535251
73.88,NEGATIVE,I am extremely dissatisfied and will never purchase anything from this company again,2025-03-23T17:05:05.624519
69.70,NEGATIVE,The quality is terrible and the price is outrageous absolutely no value for money,2025-03-23T17:05:05.705869
74.10,NEGATIVE,I had a terrible time and would strongly advise everyone to avoid this place in the future,2025-03-23T17:05:05.796483
100.51,NEGATIVE,The atmosphere was unpleasant and the whole experience was incredibly disappointing,2025-03-23T17:05:05.907262
51.94,NEGATIVE,I could not be more unhappy with the result completely unacceptable and unprofessional work,2025-03-23T17:05:05.973467
103.96,NEGATIVE,While the plot was confusing the acting was superb but the ending made little sense What did you think,2025-03-23T17:05:06.091073
80.06,NEGATIVE,Although it started promisingly the second half of the book really let me down which is a shame,2025-03-23T17:05:06.185405
61.64,POSITIVE,Despite some initial flaws the product ultimately delivered on its promises surprisingly,2025-03-23T17:05:06.271391
117.43,POSITIVE,Even though it rained all day we still managed to have a good time can you believe it,2025-03-23T17:05:06.403033
73.78,POSITIVE,Considering the price the quality is acceptable but is it really worth the money in the long run,2025-03-23T17:05:06.509952
46.65,NEGATIVE,While I appreciate the effort the final result is simply not up to par unfortunately,2025-03-23T17:05:06.583273
50.88,NEGATIVE,Although I had high hopes the experience was ultimately underwhelming and forgettable sadly,2025-03-23T17:05:06.643359
53.89,NEGATIVE,Despite the positive reviews I found it to be quite mediocre and not particularly memorable to be honest,2025-03-23T17:05:06.707522
48.48,NEGATIVE,Even with the discounts I am not sure if it is a good deal what do you think about the value proposition,2025-03-23T17:05:06.767600
61.51,NEGATIVE,While some aspects were well done the overall impression was rather disappointing wouldnt you agree,2025-03-23T17:05:06.848867
162.43,POSITIVE,Container orchestration in Docker Swarm is essential for scalability,2025-03-23T17:05:07.020014
68.76,POSITIVE,Latency and throughput are key metrics for LLM inference performance,2025-03-23T17:05:07.101546
65.59,POSITIVE,Network topology significantly impacts distributed systems,2025-03-23T17:05:07.191273
157.48,NEGATIVE,Bash scripts can be used for IT automation,2025-03-23T17:05:07.366333
202.91,POSITIVE,Distributed topology involves remote sites,2025-03-23T17:05:07.614151
124.94,NEGATIVE,Mesh networks in Docker Swarm may have performance penalties,2025-03-23T17:05:07.758644
56.77,NEGATIVE,Large language model prompts can be complex,2025-03-23T17:05:07.838818
51.40,NEGATIVE,Poor Swarm performance can lead to lag,2025-03-23T17:05:07.905047
74.15,POSITIVE,LLMs explore latency throughput and cost,2025-03-23T17:05:08.001826
39.81,NEGATIVE,New bash scripts can be generated by LLMs,2025-03-23T17:05:08.060484
105.35,POSITIVE,The advancements in large language models have been truly remarkable in recent years Their ability to understand and generate human like text is transforming various industries and applications From natural language processing to content creation the potential is vast,2025-03-23T17:05:08.188659
96.14,POSITIVE,Despite the excitement there are also valid concerns regarding the ethical implications of increasingly powerful LLMs Issues such as bias in training data the potential for misuse and the societal impact of automation need careful consideration and responsible development practices,2025-03-23T17:05:08.300275
139.56,NEGATIVE,The performance of distributed systems is heavily influenced by network topology Choosing the right network structure is crucial for ensuring scalability reliability and efficient communication between components especially in demanding applications like distributed LLM inference,2025-03-23T17:05:08.466322
220.31,NEGATIVE,While Docker Swarm offers built in mesh networking for service discovery it is important to be aware of potential performance overhead associated with mesh topologies in certain scenarios Careful monitoring and performance testing are recommended to optimize Swarm deployments,2025-03-23T17:05:08.699671
129.93,POSITIVE,Timothee Lacroix CTO of Mistral discussed exploring the latency throughput and cost space for LLM inference highlighting the importance of optimizing these factors for practical LLM deployments Understanding these trade offs is crucial for real world applications,2025-03-23T17:05:08.839988
115.51,NEGATIVE,The newly created Docker Swarm cluster exhibited surprisingly poor performance with significant lag observed when interacting with the cluster management interface particularly through Portainer indicating potential architectural bottlenecks,2025-03-23T17:05:08.963488
151.75,NEGATIVE,Bash one liners and even more complex scripts can be effectively leveraged for various IT automation tasks and advanced large language models can even assist in generating these scripts for system reliability engineering and other domains,2025-03-23T17:05:09.124091
113.10,POSITIVE,In a distributed topology a common architecture involves deploying application components across multiple geographically dispersed remote sites enhancing resilience and proximity to end users,2025-03-23T17:05:09.245787
123.47,POSITIVE,Generating custom bash scripts using sophisticated 70B parameter LLMs integrated directly into the shell environment represents a cutting edge approach to automating and streamlining system administration and development workflows,2025-03-23T17:05:09.380545
211.90,POSITIVE,Understanding the intricate interplay between latency throughput and cost is paramount when deploying large language models for inference in production environments demanding careful optimization and resource management,2025-03-23T17:05:09.612136
58.83,NEGATIVE,Testing latency for repeated query,2025-03-23T17:05:09.693416
75.63,NEGATIVE,Another latency measurement for consistency check,2025-03-23T17:05:09.783044
44.84,NEGATIVE,Measuring latency under slightly different input,2025-03-23T17:05:09.841454
92.81,NEGATIVE,Latency test with input variation number ${i},2025-03-23T17:05:09.949451
46.62,NEGATIVE,Run ${i} of latency measurement series,2025-03-23T17:05:10.016997
276.76,NEGATIVE,This is a very long sentence designed to test the latency impact of input text length on the LLM inference service We are exploring how the length of the input affects the processing time and overall performance This paragraph is intentionally extended to simulate scenarios where the model needs to handle more substantial amounts of textual data for sentiment analysis We will analyze the latency measurements for these long inputs in comparison to shorter sentences to determine if there is a significant correlation between input length and inference time  Understanding this relationship is crucial for optimizing the service and predicting performance under varying workloads,2025-03-23T17:05:10.303352
116.19,NEGATIVE,This movie felt like the inside of my head,2025-03-23T17:05:10.435761
76.12,NEGATIVE,Bad cheesy acting dumb ending,2025-03-23T17:05:10.526006
60.77,NEGATIVE,Plot is interesting but its not even worth a watch,2025-03-23T17:05:10.605140
96.87,NEGATIVE,It was so terribly made,2025-03-23T17:05:10.720250
90.24,NEGATIVE,Nothing is explained,2025-03-23T17:05:10.818455
81.79,NEGATIVE,The whole journey is pointless,2025-03-23T17:05:10.914981
75.49,POSITIVE,Never seen anyone miss the point so bad,2025-03-23T17:05:11.007477
67.63,NEGATIVE,It was almost admirable how bad they missed it,2025-03-23T17:05:11.087299
97.20,POSITIVE,A movie that has terrible reviews but you enjoy anyway,2025-03-23T17:05:11.196253
67.36,NEGATIVE,What popular film do you think is a complete waste of time,2025-03-23T17:05:11.280421
118.05,NEGATIVE,A movie so terrible you would never waste your time again,2025-03-23T17:05:11.418601
48.85,NEGATIVE,What movie do you think is horrible and overrated,2025-03-23T17:05:11.480957
64.93,NEGATIVE,When I love a movie so much and see negative reviews,2025-03-23T17:05:11.562639
126.93,NEGATIVE,I stop liking it,2025-03-23T17:05:11.707204
114.32,NEGATIVE,Start to feel as if its mediocre,2025-03-23T17:05:11.837100
56.35,NEGATIVE,How do I stop this,2025-03-23T17:05:11.903387
78.61,NEGATIVE,What puts you in a terrible mood,2025-03-23T17:05:11.995377
85.40,NEGATIVE,Its something as non essential,2025-03-23T17:05:12.101686
54.93,NEGATIVE,Actually a horrible explanation,2025-03-23T17:05:12.174923
48.54,NEGATIVE,Felt like the inside of my head,2025-03-23T17:05:12.241507
92.67,NEGATIVE,World of non stop news most of it bad,2025-03-23T17:05:12.356141
106.88,NEGATIVE,How is a person like me,2025-03-23T17:05:12.472995
138.11,NEGATIVE,Trouble understanding everything,2025-03-23T17:05:12.627156
33.31,NEGATIVE,Bad acting,2025-03-23T17:05:12.694209
44.30,NEGATIVE,Dumb ending,2025-03-23T17:05:12.765329
69.82,NEGATIVE,Terribly made,2025-03-23T17:05:12.852541
89.79,NEGATIVE,Not even worth a watch,2025-03-23T17:05:12.951911
40.36,NEGATIVE,Nothing explained,2025-03-23T17:05:13.013018
45.79,NEGATIVE,Pointless journey,2025-03-23T17:05:13.071781
56.94,NEGATIVE,Missed the point so bad,2025-03-23T17:05:13.137739
87.84,NEGATIVE,Almost admirable how bad,2025-03-23T17:05:13.234504
65.56,POSITIVE,Terrible reviews but you enjoy anyway,2025-03-23T17:05:13.310697
78.69,POSITIVE,I absolutely promise not to waste your time,2025-03-23T17:05:13.401141
74.51,POSITIVE,Piece them together with commentary,2025-03-23T17:05:13.511263
121.14,POSITIVE,Make my full reviews here on Medium,2025-03-23T17:05:13.642418
50.53,NEGATIVE,Before they go anywhere else,2025-03-23T17:05:13.707139
95.84,POSITIVE,Enjoyed every minute,2025-03-23T17:05:13.827128
51.46,POSITIVE,Exceeded my expectations,2025-03-23T17:05:13.888401
58.61,POSITIVE,Incredibly friendly and helpful staff,2025-03-23T17:05:13.956991
102.45,POSITIVE,Highly recommend it to everyone,2025-03-23T17:05:14.073073
43.70,POSITIVE,Truly wonderful experience,2025-03-23T17:05:14.127034
52.51,POSITIVE,Extremely satisfied with my purchase,2025-03-23T17:05:14.196119
83.77,POSITIVE,Great value for money,2025-03-23T17:05:14.300449
60.44,POSITIVE,Definitely be returning,2025-03-23T17:05:14.371098
78.63,POSITIVE,Top notch overall experience,2025-03-23T17:05:14.461002
79.61,POSITIVE,Truly exceptional work,2025-03-23T17:05:14.561330
36.75,NEGATIVE,Regretted wasting my time watching it,2025-03-23T17:05:14.630205
68.67,POSITIVE,Far below my expectations,2025-03-23T17:05:14.717654
51.92,NEGATIVE,Awful food rude staff,2025-03-23T17:05:14.788257
28.80,NEGATIVE,Terrible experience all around,2025-03-23T17:05:14.828915
58.60,NEGATIVE,Complete waste of money,2025-03-23T17:05:14.901186
41.27,NEGATIVE,Do not buy it,2025-03-23T17:05:14.959725
62.62,NEGATIVE,Extremely poor quality,2025-03-23T17:05:15.036948
71.94,NEGATIVE,Disaster from beginning to end,2025-03-23T17:05:15.126838
50.69,NEGATIVE,Awful and frustrating,2025-03-23T17:05:15.191925
54.02,NEGATIVE,Extremely dissatisfied,2025-03-23T17:05:15.261685
43.45,NEGATIVE,Never purchase again,2025-03-23T17:05:15.315682
71.88,NEGATIVE,Terrible quality outrageous price,2025-03-23T17:05:15.410437
37.40,NEGATIVE,No value for money,2025-03-23T17:05:15.458853
205.45,NEGATIVE,Strongly advise everyone to avoid,2025-03-23T17:05:15.675079
88.15,NEGATIVE,Unpleasant atmosphere,2025-03-23T17:05:15.785801
94.32,NEGATIVE,Incredibly disappointing experience,2025-03-23T17:05:15.896230
132.37,NEGATIVE,Completely unacceptable work,2025-03-23T17:05:16.040965
47.37,NEGATIVE,Unprofessional result,2025-03-23T17:05:16.104434
57.77,NEGATIVE,While the visuals were stunning the story just didnt grab me at all,2025-03-23T17:05:16.181531
76.04,NEGATIVE,I wanted to love this film but it ended up being quite a letdown in the end,2025-03-23T17:05:16.273722
70.02,NEGATIVE,Despite the hype I found it to be rather mediocre and forgettable to be honest,2025-03-23T17:05:16.356112
140.94,NEGATIVE,The plot was all over the place and the characters felt very underdeveloped,2025-03-23T17:05:16.515521
73.05,NEGATIVE,I went in with high expectations but left feeling utterly disappointed and bored,2025-03-23T17:05:16.605070
66.16,NEGATIVE,Honestly I struggled to stay awake through most of it it was that dull,2025-03-23T17:05:16.695745
42.82,NEGATIVE,The acting was wooden and the dialogue was incredibly cliched and predictable,2025-03-23T17:05:16.752535
158.27,NEGATIVE,I wouldnt recommend this movie to anyone unless you are looking for something to put you to sleep,2025-03-23T17:05:16.925493
56.57,NEGATIVE,A complete waste of time and money I wish I had chosen to watch something else,2025-03-23T17:05:16.995284
73.57,POSITIVE,If you are considering watching this just dont You will thank me later for saving you the trouble,2025-03-23T17:05:17.084256
75.03,NEGATIVE,It had its moments but overall it was just okay nothing special,2025-03-23T17:05:17.177265
73.43,NEGATIVE,Parts of it were good but other parts were quite confusing and dragged on,2025-03-23T17:05:17.265925
61.44,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2025-03-23T17:05:17.346699
81.47,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2025-03-23T17:05:17.441317
60.28,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2025-03-23T17:05:17.523083
196.78,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2025-03-23T17:05:17.732588
72.14,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2025-03-23T17:05:17.828699
90.00,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2025-03-23T17:05:17.930518
76.46,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2025-03-23T17:05:18.019253
70.38,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2025-03-23T17:05:18.097818
48.59,NEGATIVE,The movie just left me feeling empty you know,2025-03-23T17:05:18.160909
80.56,NEGATIVE,Honestly I was expecting so much more from this film,2025-03-23T17:05:18.257100
143.64,NEGATIVE,What a waste of a perfectly good evening seriously,2025-03-23T17:05:18.412176
89.19,NEGATIVE,I am still trying to figure out what the point of this movie even was,2025-03-23T17:05:18.522970
100.21,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2025-03-23T17:05:18.631370
92.95,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2025-03-23T17:05:18.733033
80.77,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2025-03-23T17:05:18.825214
65.89,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2025-03-23T17:05:18.901429
60.23,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2025-03-23T17:05:18.972750
65.52,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2025-03-23T17:05:19.056841
